1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0
2.0,3.0,5.0,10.0,15.0,20.0,,,,,,,,
,1.0,2.0,4.0,10.0,24.0,,,,,,,,
,,1.0,2.0,6.0,11.0,14.0,24.0,,,,,,
,,,,1.0,4.0,13.0,24.0,,,,,,
,,,,,4.0,9.0,18.0,24.0,,,,,
,,,,,,1.0,9.0,21.0,31.0,43.0,,,
,,,,,1.0,2.0,3.0,10.0,26.0,46.0,71.0,,
,,,,,,1.0,2.0,6.0,17.0,46.0,91.0,136.0,
,,,,,,,,3.0,6.0,22.0,59.0,149.0,276.0
,,,,,,,,,,2.0,10.0,37.0,93.0
